"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","1.2.5","Number of PW given 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","238","0","238","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","8.17.2","Complications following female sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","9.4.6","Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine","M9 [CHILD IMMUNISATION]","258","0","258","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","1.5.2","Number of PW tested positive for GDM","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","12","NA","12","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.5","Patients registered at Emergency Department","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.9.1","Inpatient Deaths - Male","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","1.2.5","Number of PW given 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","469","1","470","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","408","2","410","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","8.17.4","Failures following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","14.11","Number of Admission in NBSU ( New Born Stabilisation Unit)","M14 [Patient Services]","14","NA","14","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","15.3.1.a","Male HIV - Number Tested","M15 [Laboratory Testing]","7","0","7","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","15.3.2.b","Female Non ANC HIV - Number Positive","M15 [Laboratory Testing]","NA","0","0","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","10.14","Childhood Diseases - Severe Acute Malnutrition (SAM)","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","9.9","Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly)","M9 [CHILD IMMUNISATION]","10040","293","10333","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","10.3","Childhood Diseases - Sepsis","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","11.3.2","Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.6.1","Emergency - Trauma ( accident, injury, poisoning etc)","M14 [Patient Services]","NA","12","12","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.12.4","Outborn - Female","M14 [Patient Services]","NA","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.3.5","Number of Infant Deaths (1 -12 months) due to Others","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","1.2.2","Number of PW given TT2","M1 [Ante Natal Care (ANC)]","204","NA","204","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","14.6.7","Emergency - CVA ( Cerebovascular Disease)","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","15.3.1.a","Male HIV - Number Tested","M15 [Laboratory Testing]","57","NA","57","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","16.6","Total Facility Based Maternal Death Reviews (FBMDR) done","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","10.9","Childhood Diseases - Measles","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","14.1.8","Outpatient - Dental","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","14.4.6","Inpatient - Pyrexia of unknown origin (PUO)","M14 [Patient Services]","0","31","31","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","16.7.3","Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB)","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Silchar Urban","2019-2020","February","1.5.2","Number of PW tested positive for GDM","M1 [Ante Natal Care (ANC)]","1","0","1","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","9.9","Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly)","M9 [CHILD IMMUNISATION]","78","0","NA","78"
"Assam","Cachar","Silchar Urban","2019-2020","February","14.4.4","Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections","M14 [Patient Services]","60","0","60","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","14.6.1","Emergency - Trauma ( accident, injury, poisoning etc)","M14 [Patient Services]","50","0","50","0"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","8.17.3","Failures following male sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","10.1","Childhood Diseases - Pneumonia","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","11.2.1","Kala Azar (RDT) - Tests Conducted","M11 [NVBDCP]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","11.4.1","Tests Conducted for JE","M11 [NVBDCP]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","397","NA","397","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","1.2.1","Number of PW given TT1","M1 [Ante Natal Care (ANC)]","265","NA","265","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","3.1","Total C -Section deliveries performed","M3 [Number of Caesarean (C-Section) deliveries]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","5.1","Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)","M5 [Complicated Pregnancies]","12","NA","12","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","131","NA","131","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.1.20","Child immunisation - Rotavirus 2","M9 [CHILD IMMUNISATION]","413","NA","413","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.1.9","Outpatient - Oncology","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.3.3","Number of Left Against Medical Advice (LAMA) cases","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","9.9","Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly)","M9 [CHILD IMMUNISATION]","3451","NA","3451","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","11.2.3","Post-kala-azar dermal leishmaniasis (PKDL) cases","M11 [NVBDCP]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","14.4.7","Inpatient - Diarrhea with dehydration","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","14.6.2","Emergency - Burn","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","14.13","Number of deaths occurring at SNCU","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","16.4.4","Number of Child Deaths (1 -5 years) due to Measles","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","1.4.4","Number of PW having severe anaemia (Hb<7) treated","M1 [Ante Natal Care (ANC)]","15","0","15","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","63","93","156","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","6.3","Number of mothers provided full course of 180 IFA tablets after delivery","M6 [Post Natal Care (PNC)]","173","15","188","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","6.4","Number of mothers provided 360 Calcium tablets after delivery","M6 [Post Natal Care (PNC)]","164","15","179","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","8.10","Injectable Contraceptive-Antara Program- Third Dose","M8 [Family Planning]","9","0","9","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","10.9","Childhood Diseases - Measles","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.4.6","Inpatient - Pyrexia of unknown origin (PUO)","M14 [Patient Services]","0","11","11","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.16","Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach","M14 [Patient Services]","106","2","108","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","15.5.1","Radiology - X-ray","M15 [Laboratory Testing]","NA","266","266","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.3.4","Number of Infant Deaths (1 -12 months) due to Measles","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.8.3","Number of Deaths due to Kala Azar","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","1.3.2","Number of Eclampsia cases managed during delivery","M1 [Ante Natal Care (ANC)]","1","NA","1","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","8.17.3","Failures following male sterilization","M8 [Family Planning]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","14.3.2.a","Inpatient (Female)- Children<18yrs","M14 [Patient Services]","38","NA","38","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","1531","NA","1531","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","9.2.2","Child immunisation (9-11months) - Measles 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","10.12","Childhood Diseases - Diarrhoea treated in Inpatients","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","11","11","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","14.12.1","Special Newborn Care Unit (SNCU Admissions) - Inborn Male","M14 [Patient Services]","NA","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","16.6","Total Facility Based Maternal Death Reviews (FBMDR) done","M16 [Details of deaths reported with probable causes:]","NA","0","0","NA"
"Assam","Cachar","Silchar Urban","2019-2020","February","6.4","Number of mothers provided 360 Calcium tablets after delivery","M6 [Post Natal Care (PNC)]","631","0","631","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","9.1.4","Child immunisation - DPT2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Silchar Urban","2019-2020","February","10.2","Childhood Diseases - Asthma","M10 [Number of cases of Childhood Diseases (0-5 years)]","14","0","14","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","15.3.4.b","Number of Male STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","0","0","0","0"
"Assam","Cachar","Sonai BPHC","2019-2020","February","1.6.2.c","Number of syphilis positive pregnant women treated for Syphilis","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","249","265","514","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","6","4","10","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","9.1.19","Child immunisation - Rotavirus 1","M9 [CHILD IMMUNISATION]","678","0","678","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","265","0","265","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","9.3.3","Child immunisation - JE 1st dose","M9 [CHILD IMMUNISATION]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","9.6.3","Number of cases of AEFI - Others","M9 [CHILD IMMUNISATION]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","14.3.3","Number of Left Against Medical Advice (LAMA) cases","M14 [Patient Services]","31","0","31","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","153","0","153","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","9.2.1","Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","301","57","358","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","14.3.2.b","Inpatient (Female)- Adults","M14 [Patient Services]","342","25","367","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","16.8.2","Number of Deaths due to Malaria- Plasmodium Falciparum","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","16.3.5","Number of Infant Deaths (1 -12 months) due to Others","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","16.5.5","Number of Maternal Deaths due to Severe hypertesnion/fits","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","10.13","Children admitted with upper respiratory infections","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","1.6.2.b","Number of pregnant women tested found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","12","0","12","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","8.17.2","Complications following female sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","9.1.15","Child immunisation - Hepatitis-B2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","9.2.1","Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","203","10","213","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","10.8","Childhood Diseases - Acute Flaccid Paralysis(AFP)","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","15.3.4.c","Number of Female (Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","0","0","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","1.2.6","Number of PW given one Albendazole tablet after 1st  trimester","M1 [Ante Natal Care (ANC)]","237","NA","237","NA"
